Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
"(46.0, 60.0]",No,Travel_Rarely,"(302.0, 502.0]",Research & Development,"(0.999, 8.0]",1,Life Sciences,"(1501.0, 1751.0]",3,Female,"(29.999, 54.0]",2,4,Healthcare Representative,3,Married,"(13009.0, 16009.0]","(7094.0, 12094.0]","(1.5, 2.0]",Yes,"(16.0, 21.0]",3,2,1,"(25.0, 30.0]","(2.0, 3.0]",3,"(10.0, 40.0]","(8.0, 18.0]","(1.0, 2.0]","(7.0, 17.0]"
"(32.0, 46.0]",No,Non-Travel,"(702.0, 902.0]",Research & Development,"(0.999, 8.0]",4,Medical,"(1501.0, 1751.0]",4,Female,"(29.999, 54.0]",2,2,Manufacturing Director,3,Married,"(4009.0, 7009.0]","(12094.0, 17094.0]","(-0.001, 0.5]",No,"(10.999, 16.0]",3,3,0,"(-0.001, 5.0]","(3.0, 6.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(902.0, 1102.0]",Research & Development,"(0.999, 8.0]",2,Life Sciences,"(1501.0, 1751.0]",4,Male,"(78.0, 102.0]",4,2,Healthcare Representative,1,Divorced,"(4009.0, 7009.0]","(22094.0, 27094.0]","(4.0, 9.0]",No,"(16.0, 21.0]",4,1,1,"(10.0, 15.0]","(2.0, 3.0]",3,"(2.0, 5.0]","(2.0, 6.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(502.0, 702.0]",Research & Development,"(15.0, 22.0]",5,Medical,"(1501.0, 1751.0]",2,Female,"(78.0, 102.0]",3,4,Manager,3,Married,"(16009.0, 19009.0]","(17094.0, 22094.0]","(2.0, 4.0]",No,"(21.0, 26.0]",4,3,1,"(35.0, 40.0]","(3.0, 6.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(5.0, 7.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Research & Development,"(8.0, 15.0]",2,Life Sciences,"(1501.0, 1751.0]",3,Male,"(54.0, 78.0]",2,4,Research Director,3,Married,"(16009.0, 19009.0]","(2093.999, 7094.0]","(0.5, 1.5]",No,"(21.0, 26.0]",4,1,1,"(10.0, 15.0]","(2.0, 3.0]",3,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(7.0, 17.0]"
"(32.0, 46.0]",Yes,Travel_Frequently,"(702.0, 902.0]",Sales,"(8.0, 15.0]",4,Other,"(1501.0, 1751.0]",4,Male,"(29.999, 54.0]",3,2,Sales Executive,4,Single,"(4009.0, 7009.0]","(7094.0, 12094.0]","(2.0, 4.0]",Yes,"(21.0, 26.0]",4,1,0,"(10.0, 15.0]","(1.0, 2.0]",4,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(5.0, 7.0]"
"(32.0, 46.0]",No,Travel_Frequently,"(1102.0, 1302.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(1501.0, 1751.0]",4,Male,"(78.0, 102.0]",3,2,Research Scientist,4,Married,"(4009.0, 7009.0]","(7094.0, 12094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,4,2,"(15.0, 20.0]","(3.0, 6.0]",4,"(10.0, 40.0]","(8.0, 18.0]","(1.0, 2.0]","(7.0, 17.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(902.0, 1102.0]",Sales,"(0.999, 8.0]",3,Medical,"(1501.0, 1751.0]",1,Male,"(29.999, 54.0]",2,2,Sales Executive,2,Divorced,"(4009.0, 7009.0]","(2093.999, 7094.0]","(0.5, 1.5]",Yes,"(10.999, 16.0]",3,2,1,"(5.0, 10.0]","(2.0, 3.0]",2,"(5.0, 10.0]","(-0.001, 1.0]","(-0.001, 0.5]","(7.0, 17.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(302.0, 502.0]",Sales,"(0.999, 8.0]",4,Medical,"(1501.0, 1751.0]",4,Male,"(78.0, 102.0]",3,2,Sales Executive,4,Divorced,"(4009.0, 7009.0]","(2093.999, 7094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,3,2,"(5.0, 10.0]","(3.0, 6.0]",3,"(5.0, 10.0]","(1.0, 2.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(902.0, 1102.0]",Research & Development,"(0.999, 8.0]",3,Medical,"(1501.0, 1751.0]",4,Male,"(29.999, 54.0]",3,2,Research Scientist,2,Divorced,"(4009.0, 7009.0]","(22094.0, 27094.0]","(-0.001, 0.5]",No,"(10.999, 16.0]",3,3,2,"(5.0, 10.0]","(3.0, 6.0]",2,"(5.0, 10.0]","(2.0, 6.0]","(0.5, 1.0]","(5.0, 7.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Sales,"(0.999, 8.0]",4,Life Sciences,"(1501.0, 1751.0]",1,Female,"(54.0, 78.0]",3,2,Sales Executive,4,Married,"(4009.0, 7009.0]","(22094.0, 27094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,1,2,"(5.0, 10.0]","(1.0, 2.0]",3,"(5.0, 10.0]","(-0.001, 1.0]","(-0.001, 0.5]","(1.0, 2.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(302.0, 502.0]",Research & Development,"(15.0, 22.0]",3,Medical,"(1501.0, 1751.0]",4,Female,"(54.0, 78.0]",3,1,Laboratory Technician,1,Divorced,"(1008.999, 4009.0]","(22094.0, 27094.0]","(2.0, 4.0]",Yes,"(10.999, 16.0]",3,2,1,"(15.0, 20.0]","(1.0, 2.0]",2,"(-0.001, 2.0]","(1.0, 2.0]","(1.0, 2.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Frequently,"(101.999, 302.0]",Research & Development,"(0.999, 8.0]",3,Medical,"(1501.0, 1751.0]",4,Female,"(29.999, 54.0]",2,1,Laboratory Technician,2,Single,"(1008.999, 4009.0]","(22094.0, 27094.0]","(0.5, 1.5]",No,"(21.0, 26.0]",4,2,0,"(-0.001, 5.0]","(2.0, 3.0]",3,"(2.0, 5.0]","(2.0, 6.0]","(2.0, 15.0]","(2.0, 5.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Sales,"(0.999, 8.0]",4,Life Sciences,"(1501.0, 1751.0]",2,Female,"(29.999, 54.0]",4,4,Manager,2,Divorced,"(13009.0, 16009.0]","(17094.0, 22094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,3,3,"(25.0, 30.0]","(1.0, 2.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(0.5, 1.0]","(1.0, 2.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(702.0, 902.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(1501.0, 1751.0]",3,Male,"(29.999, 54.0]",3,4,Manager,3,Single,"(13009.0, 16009.0]","(22094.0, 27094.0]","(2.0, 4.0]",No,"(10.999, 16.0]",3,1,0,"(20.0, 25.0]","(1.0, 2.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Sales,"(22.0, 29.0]",2,Life Sciences,"(1501.0, 1751.0]",4,Male,"(78.0, 102.0]",3,3,Sales Executive,3,Single,"(7009.0, 10009.0]","(7094.0, 12094.0]","(2.0, 4.0]",Yes,"(10.999, 16.0]",3,4,0,"(20.0, 25.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(1.0, 2.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(702.0, 902.0]",Sales,"(8.0, 15.0]",1,Life Sciences,"(1501.0, 1751.0]",4,Male,"(29.999, 54.0]",3,1,Sales Representative,1,Single,"(1008.999, 4009.0]","(17094.0, 22094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,1,0,"(-0.001, 5.0]","(2.0, 3.0]",3,"(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 0.5]","(1.0, 2.0]"
"(32.0, 46.0]",No,Non-Travel,"(502.0, 702.0]",Sales,"(15.0, 22.0]",3,Life Sciences,"(1501.0, 1751.0]",3,Female,"(29.999, 54.0]",3,2,Sales Executive,4,Divorced,"(4009.0, 7009.0]","(12094.0, 17094.0]","(0.5, 1.5]",Yes,"(21.0, 26.0]",4,3,1,"(5.0, 10.0]","(1.0, 2.0]",3,"(5.0, 10.0]","(2.0, 6.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(22.0, 29.0]",4,Life Sciences,"(1501.0, 1751.0]",1,Male,"(78.0, 102.0]",3,2,Healthcare Representative,3,Married,"(4009.0, 7009.0]","(7094.0, 12094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,2,2,"(5.0, 10.0]","(1.0, 2.0]",2,"(2.0, 5.0]","(1.0, 2.0]","(-0.001, 0.5]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(502.0, 702.0]",Human Resources,"(0.999, 8.0]",3,Life Sciences,"(1501.0, 1751.0]",3,Female,"(29.999, 54.0]",3,1,Human Resources,4,Divorced,"(1008.999, 4009.0]","(2093.999, 7094.0]","(2.0, 4.0]",Yes,"(16.0, 21.0]",3,1,3,"(5.0, 10.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(1.0, 2.0]","(1.0, 2.0]","(1.0, 2.0]"
"(17.999, 32.0]",Yes,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(0.999, 8.0]",1,Medical,"(1501.0, 1751.0]",4,Male,"(78.0, 102.0]",2,1,Laboratory Technician,3,Single,"(1008.999, 4009.0]","(17094.0, 22094.0]","(0.5, 1.5]",Yes,"(10.999, 16.0]",3,1,0,"(-0.001, 5.0]","(1.0, 2.0]",3,"(2.0, 5.0]","(2.0, 6.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(0.999, 8.0]",2,Medical,"(1501.0, 1751.0]",4,Female,"(78.0, 102.0]",3,1,Laboratory Technician,3,Married,"(1008.999, 4009.0]","(22094.0, 27094.0]","(4.0, 9.0]",No,"(16.0, 21.0]",3,4,1,"(5.0, 10.0]","(3.0, 6.0]",2,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(22.0, 29.0]",4,Medical,"(1501.0, 1751.0]",2,Male,"(29.999, 54.0]",4,3,Healthcare Representative,4,Married,"(4009.0, 7009.0]","(2093.999, 7094.0]","(2.0, 4.0]",No,"(10.999, 16.0]",3,3,0,"(10.0, 15.0]","(1.0, 2.0]",3,"(2.0, 5.0]","(2.0, 6.0]","(0.5, 1.0]","(1.0, 2.0]"
"(46.0, 60.0]",Yes,Travel_Frequently,"(702.0, 902.0]",Sales,"(0.999, 8.0]",2,Medical,"(1501.0, 1751.0]",4,Female,"(78.0, 102.0]",3,1,Sales Representative,3,Married,"(1008.999, 4009.0]","(7094.0, 12094.0]","(1.5, 2.0]",Yes,"(10.999, 16.0]",3,3,2,"(15.0, 20.0]","(2.0, 3.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(5.0, 7.0]"
"(17.999, 32.0]",Yes,Travel_Rarely,"(1102.0, 1302.0]",Research & Development,"(0.999, 8.0]",4,Life Sciences,"(1501.0, 1751.0]",4,Male,"(78.0, 102.0]",3,1,Laboratory Technician,2,Single,"(1008.999, 4009.0]","(22094.0, 27094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,1,0,"(-0.001, 5.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(17.999, 32.0]",No,Non-Travel,"(702.0, 902.0]",Research & Development,"(0.999, 8.0]",3,Medical,"(1501.0, 1751.0]",4,Male,"(54.0, 78.0]",3,1,Laboratory Technician,4,Single,"(1008.999, 4009.0]","(7094.0, 12094.0]","(0.5, 1.5]",No,"(16.0, 21.0]",4,3,0,"(5.0, 10.0]","(3.0, 6.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(5.0, 7.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(15.0, 22.0]",3,Technical Degree,"(1501.0, 1751.0]",1,Male,"(78.0, 102.0]",2,1,Research Scientist,2,Divorced,"(1008.999, 4009.0]","(22094.0, 27094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,4,1,"(5.0, 10.0]","(-0.001, 1.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Research & Development,"(0.999, 8.0]",2,Medical,"(1501.0, 1751.0]",2,Male,"(54.0, 78.0]",2,2,Laboratory Technician,4,Married,"(1008.999, 4009.0]","(7094.0, 12094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,3,1,"(10.0, 15.0]","(2.0, 3.0]",4,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(7.0, 17.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(302.0, 502.0]",Research & Development,"(0.999, 8.0]",4,Medical,"(1501.0, 1751.0]",3,Male,"(78.0, 102.0]",1,3,Healthcare Representative,4,Divorced,"(10009.0, 13009.0]","(17094.0, 22094.0]","(2.0, 4.0]",No,"(16.0, 21.0]",4,3,1,"(15.0, 20.0]","(1.0, 2.0]",4,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(101.999, 302.0]",Research & Development,"(15.0, 22.0]",3,Medical,"(1501.0, 1751.0]",2,Male,"(78.0, 102.0]",4,1,Laboratory Technician,2,Married,"(1008.999, 4009.0]","(12094.0, 17094.0]","(0.5, 1.5]",No,"(16.0, 21.0]",3,4,3,"(10.0, 15.0]","(3.0, 6.0]",3,"(10.0, 40.0]","(8.0, 18.0]","(1.0, 2.0]","(7.0, 17.0]"
"(32.0, 46.0]",No,Travel_Frequently,"(1102.0, 1302.0]",Sales,"(0.999, 8.0]",4,Medical,"(1501.0, 1751.0]",3,Male,"(29.999, 54.0]",1,2,Sales Executive,4,Divorced,"(7009.0, 10009.0]","(7094.0, 12094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,3,2,"(5.0, 10.0]","(1.0, 2.0]",2,"(5.0, 10.0]","(2.0, 6.0]","(0.5, 1.0]","(2.0, 5.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(502.0, 702.0]",Research & Development,"(15.0, 22.0]",3,Life Sciences,"(1501.0, 1751.0]",2,Female,"(29.999, 54.0]",2,1,Research Scientist,4,Married,"(1008.999, 4009.0]","(17094.0, 22094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,2,0,"(5.0, 10.0]","(2.0, 3.0]",3,"(5.0, 10.0]","(8.0, 18.0]","(2.0, 15.0]","(5.0, 7.0]"
"(17.999, 32.0]",Yes,Travel_Rarely,"(302.0, 502.0]",Sales,"(0.999, 8.0]",3,Life Sciences,"(1501.0, 1751.0]",3,Male,"(78.0, 102.0]",3,1,Sales Representative,4,Divorced,"(1008.999, 4009.0]","(22094.0, 27094.0]","(0.5, 1.5]",Yes,"(16.0, 21.0]",4,2,1,"(-0.001, 5.0]","(1.0, 2.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(-0.001, 0.5]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(902.0, 1102.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(1501.0, 1751.0]",3,Female,"(78.0, 102.0]",4,3,Healthcare Representative,4,Married,"(7009.0, 10009.0]","(12094.0, 17094.0]","(0.5, 1.5]",Yes,"(16.0, 21.0]",3,2,1,"(5.0, 10.0]","(1.0, 2.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(5.0, 7.0]"
"(32.0, 46.0]",No,Travel_Frequently,"(101.999, 302.0]",Research & Development,"(0.999, 8.0]",4,Medical,"(1501.0, 1751.0]",1,Male,"(78.0, 102.0]",2,1,Research Scientist,4,Single,"(4009.0, 7009.0]","(12094.0, 17094.0]","(-0.001, 0.5]",Yes,"(10.999, 16.0]",3,3,0,"(5.0, 10.0]","(1.0, 2.0]",4,"(2.0, 5.0]","(2.0, 6.0]","(0.5, 1.0]","(2.0, 5.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Sales,"(0.999, 8.0]",3,Medical,"(1501.0, 1751.0]",4,Male,"(54.0, 78.0]",3,2,Sales Executive,4,Married,"(7009.0, 10009.0]","(2093.999, 7094.0]","(0.5, 1.5]",Yes,"(16.0, 21.0]",3,1,1,"(5.0, 10.0]","(2.0, 3.0]",3,"(5.0, 10.0]","(8.0, 18.0]","(2.0, 15.0]","(7.0, 17.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(502.0, 702.0]",Research & Development,"(8.0, 15.0]",3,Medical,"(1501.0, 1751.0]",3,Male,"(54.0, 78.0]",4,1,Research Scientist,3,Married,"(4009.0, 7009.0]","(17094.0, 22094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,4,1,"(-0.001, 5.0]","(-0.001, 1.0]",3,"(2.0, 5.0]","(2.0, 6.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(902.0, 1102.0]",Sales,"(0.999, 8.0]",3,Marketing,"(1501.0, 1751.0]",4,Male,"(29.999, 54.0]",3,3,Sales Executive,3,Single,"(7009.0, 10009.0]","(12094.0, 17094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,2,0,"(5.0, 10.0]","(2.0, 3.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(5.0, 7.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(902.0, 1102.0]",Research & Development,"(8.0, 15.0]",4,Medical,"(1501.0, 1751.0]",4,Female,"(29.999, 54.0]",3,1,Laboratory Technician,3,Married,"(1008.999, 4009.0]","(22094.0, 27094.0]","(4.0, 9.0]",No,"(16.0, 21.0]",3,3,1,"(5.0, 10.0]","(1.0, 2.0]",3,"(2.0, 5.0]","(2.0, 6.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(502.0, 702.0]",Sales,"(0.999, 8.0]",4,Life Sciences,"(1501.0, 1751.0]",3,Female,"(29.999, 54.0]",3,2,Sales Representative,4,Single,"(4009.0, 7009.0]","(7094.0, 12094.0]","(2.0, 4.0]",No,"(10.999, 16.0]",3,3,0,"(15.0, 20.0]","(1.0, 2.0]",2,"(10.0, 40.0]","(6.0, 8.0]","(2.0, 15.0]","(5.0, 7.0]"
"(32.0, 46.0]",No,Non-Travel,"(1102.0, 1302.0]",Research & Development,"(0.999, 8.0]",1,Life Sciences,"(1501.0, 1751.0]",3,Male,"(54.0, 78.0]",2,3,Healthcare Representative,3,Married,"(10009.0, 13009.0]","(2093.999, 7094.0]","(2.0, 4.0]",No,"(21.0, 26.0]",4,4,1,"(20.0, 25.0]","(2.0, 3.0]",2,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(2.0, 5.0]"
"(17.999, 32.0]",Yes,Travel_Rarely,"(101.999, 302.0]",Human Resources,"(15.0, 22.0]",1,Human Resources,"(1501.0, 1751.0]",4,Male,"(54.0, 78.0]",1,1,Human Resources,3,Married,"(1008.999, 4009.0]","(7094.0, 12094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,3,1,"(-0.001, 5.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(46.0, 60.0]",Yes,Travel_Frequently,"(902.0, 1102.0]",Sales,"(8.0, 15.0]",3,Life Sciences,"(1501.0, 1751.0]",3,Male,"(78.0, 102.0]",1,4,Sales Executive,3,Married,"(10009.0, 13009.0]","(22094.0, 27094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,3,0,"(20.0, 25.0]","(2.0, 3.0]",1,"(10.0, 40.0]","(2.0, 6.0]","(2.0, 15.0]","(7.0, 17.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(302.0, 502.0]",Research & Development,"(15.0, 22.0]",4,Medical,"(1501.0, 1751.0]",4,Male,"(54.0, 78.0]",1,1,Laboratory Technician,3,Married,"(1008.999, 4009.0]","(2093.999, 7094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,3,3,"(-0.001, 5.0]","(2.0, 3.0]",4,"(2.0, 5.0]","(1.0, 2.0]","(-0.001, 0.5]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(902.0, 1102.0]",Research & Development,"(22.0, 29.0]",2,Technical Degree,"(1501.0, 1751.0]",4,Female,"(29.999, 54.0]",2,4,Research Director,2,Single,"(16009.0, 19009.0]","(17094.0, 22094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,3,0,"(20.0, 25.0]","(1.0, 2.0]",3,"(10.0, 40.0]","(2.0, 6.0]","(2.0, 15.0]","(5.0, 7.0]"
"(17.999, 32.0]",No,Travel_Frequently,"(502.0, 702.0]",Research & Development,"(8.0, 15.0]",3,Life Sciences,"(1501.0, 1751.0]",1,Male,"(54.0, 78.0]",3,1,Research Scientist,3,Married,"(1008.999, 4009.0]","(17094.0, 22094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,1,1,"(5.0, 10.0]","(2.0, 3.0]",2,"(2.0, 5.0]","(1.0, 2.0]","(0.5, 1.0]","(2.0, 5.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(702.0, 902.0]",Research & Development,"(0.999, 8.0]",4,Life Sciences,"(1501.0, 1751.0]",2,Male,"(54.0, 78.0]",3,1,Laboratory Technician,3,Married,"(1008.999, 4009.0]","(17094.0, 22094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,4,1,"(5.0, 10.0]","(1.0, 2.0]",4,"(2.0, 5.0]","(1.0, 2.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(32.0, 46.0]",No,Non-Travel,"(502.0, 702.0]",Human Resources,"(0.999, 8.0]",3,Human Resources,"(1501.0, 1751.0]",3,Male,"(54.0, 78.0]",1,2,Human Resources,2,Married,"(4009.0, 7009.0]","(17094.0, 22094.0]","(4.0, 9.0]",No,"(16.0, 21.0]",3,2,1,"(5.0, 10.0]","(3.0, 6.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(302.0, 502.0]",Research & Development,"(0.999, 8.0]",2,Life Sciences,"(1501.0, 1751.0]",2,Female,"(78.0, 102.0]",3,2,Manufacturing Director,1,Married,"(4009.0, 7009.0]","(2093.999, 7094.0]","(1.5, 2.0]",Yes,"(10.999, 16.0]",3,2,1,"(15.0, 20.0]","(2.0, 3.0]",3,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(502.0, 702.0]",Research & Development,"(22.0, 29.0]",1,Medical,"(1501.0, 1751.0]",2,Male,"(78.0, 102.0]",3,1,Laboratory Technician,1,Divorced,"(1008.999, 4009.0]","(2093.999, 7094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,2,3,"(5.0, 10.0]","(1.0, 2.0]",4,"(5.0, 10.0]","(1.0, 2.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(702.0, 902.0]",Research & Development,"(8.0, 15.0]",4,Life Sciences,"(1501.0, 1751.0]",3,Male,"(29.999, 54.0]",3,2,Healthcare Representative,2,Single,"(4009.0, 7009.0]","(7094.0, 12094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,4,0,"(15.0, 20.0]","(2.0, 3.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(-0.001, 0.5]","(7.0, 17.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(22.0, 29.0]",4,Life Sciences,"(1501.0, 1751.0]",4,Male,"(29.999, 54.0]",3,2,Manufacturing Director,3,Married,"(4009.0, 7009.0]","(2093.999, 7094.0]","(1.5, 2.0]",No,"(10.999, 16.0]",3,2,1,"(15.0, 20.0]","(2.0, 3.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(-0.001, 0.5]","(5.0, 7.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(702.0, 902.0]",Research & Development,"(15.0, 22.0]",1,Life Sciences,"(1501.0, 1751.0]",2,Male,"(29.999, 54.0]",3,1,Research Scientist,4,Married,"(1008.999, 4009.0]","(2093.999, 7094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,2,1,"(5.0, 10.0]","(1.0, 2.0]",2,"(5.0, 10.0]","(-0.001, 1.0]","(-0.001, 0.5]","(7.0, 17.0]"
"(46.0, 60.0]",No,Non-Travel,"(502.0, 702.0]",Sales,"(0.999, 8.0]",4,Marketing,"(1501.0, 1751.0]",3,Male,"(78.0, 102.0]",3,2,Sales Executive,2,Married,"(4009.0, 7009.0]","(2093.999, 7094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,4,1,"(-0.001, 5.0]","(2.0, 3.0]",1,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Sales,"(0.999, 8.0]",3,Life Sciences,"(1501.0, 1751.0]",3,Male,"(54.0, 78.0]",3,3,Sales Executive,4,Divorced,"(10009.0, 13009.0]","(2093.999, 7094.0]","(2.0, 4.0]",Yes,"(10.999, 16.0]",3,2,1,"(10.0, 15.0]","(3.0, 6.0]",2,"(5.0, 10.0]","(2.0, 6.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(32.0, 46.0]",Yes,Travel_Rarely,"(1302.0, 1502.0]",Sales,"(8.0, 15.0]",5,Marketing,"(1501.0, 1751.0]",2,Male,"(78.0, 102.0]",2,2,Sales Executive,1,Divorced,"(4009.0, 7009.0]","(7094.0, 12094.0]","(4.0, 9.0]",Yes,"(10.999, 16.0]",3,2,3,"(15.0, 20.0]","(2.0, 3.0]",3,"(-0.001, 2.0]","(1.0, 2.0]","(1.0, 2.0]","(1.0, 2.0]"
"(17.999, 32.0]",Yes,Travel_Rarely,"(902.0, 1102.0]",Sales,"(0.999, 8.0]",2,Life Sciences,"(1501.0, 1751.0]",1,Male,"(29.999, 54.0]",1,2,Sales Executive,2,Single,"(4009.0, 7009.0]","(12094.0, 17094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,2,0,"(5.0, 10.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
